NLP Query,SQL Query,chart type
Derive show average gpa per semester in summary.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Get show average gpa per semester in summary.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Retrieve retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Obtain retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Fetch retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Display retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Provide retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Generate retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Present retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Acquire retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Derive retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Get retrieve hobby count and gpa comparison now.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Retrieve display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Obtain display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Fetch display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Display display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Provide display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Generate display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Present display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Acquire display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Derive display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Get display number of students for each admission status by group.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Retrieve give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Obtain give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Fetch give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Display give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Provide give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Generate give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Present give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Acquire give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Derive give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Get give diploma and cet score comparison if available.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Retrieve return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Obtain return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Fetch return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Display return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Provide return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Generate return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Present return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Acquire return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Derive return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Get return average gpa per semester please.,"SELECT sri.sem, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_result_info sri GROUP BY sri.sem",bar chart
Retrieve fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Obtain fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Fetch fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Display fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Provide fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Generate fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Present fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Acquire fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Derive fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Get fetch students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Retrieve reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Obtain reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Fetch reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Display reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Provide reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Generate reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Present reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Acquire reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Derive reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Get reveal student count by admission status as needed.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Retrieve get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Obtain get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Fetch get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Display get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Provide get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Generate get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Present get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Acquire get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Derive get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Get get students per hobby category in summary.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Retrieve fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Obtain fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Fetch fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Display fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Provide fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Generate fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Present fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Acquire fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Derive fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Get fetch students per hobby category please.,"SELECT ECategory, COUNT(*) AS total FROM students_hobby_info GROUP BY ECategory",pie chart
Retrieve reveal students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Obtain reveal students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Fetch reveal students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Display reveal students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
Provide reveal students passed vs failed in summary.,"SELECT result, COUNT(*) AS count FROM students_result_info WHERE result IN ('0', '1') GROUP BY result",pie chart
