NLP Query,SQL Query,chart type
Acquire reveal diploma and cet score comparison.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Derive reveal diploma and cet score comparison.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Get reveal diploma and cet score comparison.,"SELECT diploma, cet FROM students_prev_edu WHERE diploma IS NOT NULL AND cet IS NOT NULL",scatter plot
Retrieve get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Obtain get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Fetch get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Display get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Provide get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Generate get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Present get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Acquire get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Derive get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Get get hobby count and gpa comparison.,"SELECT COUNT(shi.Hobby) AS hobby_count, AVG(CAST(sri.gpa AS FLOAT)) AS avg_gpa FROM students_hobby_info shi JOIN students_result_info sri ON shi.pid = sri.pid GROUP BY shi.pid",scatter plot
Retrieve show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Obtain show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Fetch show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Display show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Provide show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Generate show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Present show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Acquire show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Derive show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Get show number of students for each admission status.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Retrieve provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Obtain provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Fetch provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Display provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Provide provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Generate provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Present provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Acquire provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Derive provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Get provide student count by admission status if available.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Retrieve display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Obtain display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Fetch display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Display display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Provide display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Generate display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Present display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Acquire display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Derive display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Get display number of students for each admission status please.,"SELECT sai.stat, COUNT(*) AS student_count FROM student_admss_info sai GROUP BY sai.stat",bar chart
Retrieve list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Obtain list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Fetch list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Display list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Provide list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Generate list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Present list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Acquire list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Derive list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Get list student count by admission status in summary.,"SELECT stat, COUNT(*) AS count FROM student_admss_info GROUP BY stat",pie chart
Retrieve display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Obtain display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Fetch display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Display display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Provide display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Generate display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Present display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Acquire display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Derive display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Get display hsc and cet scores now.,"SELECT hsc, cet FROM students_prev_edu WHERE hsc IS NOT NULL AND cet IS NOT NULL",scatter plot
Retrieve show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Obtain show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Fetch show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Display show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Provide show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Generate show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Present show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Acquire show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Derive show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Get show average diploma scores by admission year.,"SELECT sai.acadyear, AVG(spe.diploma) AS avg_diploma FROM students_prev_edu spe JOIN student_admss_info sai ON spe.pid = sai.pid GROUP BY sai.acadyear",bar chart
Retrieve reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Obtain reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Fetch reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Display reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Provide reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Generate reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Present reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Acquire reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Derive reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Get reveal distribution of student results now.,"SELECT result, COUNT(*) AS total FROM students_result_info GROUP BY result",pie chart
Retrieve give students passed in each semester.,"SELECT sri.sem, COUNT(*) AS passed_students FROM students_result_info sri WHERE sri.result = '1' GROUP BY sri.sem",bar chart
Obtain give students passed in each semester.,"SELECT sri.sem, COUNT(*) AS passed_students FROM students_result_info sri WHERE sri.result = '1' GROUP BY sri.sem",bar chart
Fetch give students passed in each semester.,"SELECT sri.sem, COUNT(*) AS passed_students FROM students_result_info sri WHERE sri.result = '1' GROUP BY sri.sem",bar chart
Display give students passed in each semester.,"SELECT sri.sem, COUNT(*) AS passed_students FROM students_result_info sri WHERE sri.result = '1' GROUP BY sri.sem",bar chart
